년월,시도명,시군구,승용관용,승용자가용,승용영업용,승합관용,승합자가용,승합영업용,화물관용,화물자가용,화물영업용,특수관용,특수자가용,특수영업용
202306 ,서울,동작구,109,94,521,165,95,795,2,408,134,591,126,6
202306 ,서울,마포구,92,102,92,441,106,625,2,670,686,412,166,9
202306 ,서울,서대문구,203,77,624,206,81,33,2,167,429,697,131,5
202306 ,서울,서초구,199,151,818,727,156,744,3,69,690,891,180,10
202306 ,서울,성동구,120,82,241,155,90,516,1,916,894,857,180,8
202306 ,서울,성북구,96,105,597,129,107,822,3,29,1,4,208,145
202306 ,서울,송파구,131,207,312,188,214,631,4,276,1,6,85,166
202306 ,서울,양천구,127,127,768,393,132,288,3,284,757,102,140,11
202306 ,서울,영등포구,130,118,40,34,121,204,3,924,170,152,170,13
202306 ,서울,용산구,247,65,446,320,67,13,1,936,67,126,149,5
202306 ,서울,은평구,95,112,519,103,116,717,3,268,738,50,138,10
202306 ,서울,종로구,1,656,39,649,41,460,549,1,534,3,342,341
202306 ,서울,중구,287,44,38,908,46,233,1,853,218,933,183,5
202306 ,서울,중랑구,80,91,374,939,97,393,3,305,533,871,123,11
202307 ,서울,강남구,162,211,275,167,230,604,4,42,561,659,179,13
202307 ,서울,강동구,110,128,920,115,134,145,3,469,806,317,155,12
202307 ,서울,강북구,105,60,976,101,63,182,2,308,717,93,132,7
202307 ,서울,강서구,135,167,528,572,178,235,4,503,1,5,900,163
202307 ,서울,관악구,94,100,42,82,103,218,3,243,342,631,146,9
202307 ,서울,광진구,92,80,669,206,83,967,2,283,354,681,183,9
202307 ,서울,구로구,108,115,887,188,126,183,4,385,550,997,132,14
202307 ,서울,금천구,57,71,824,538,75,419,2,885,465,379,76,10
202307 ,서울,노원구,83,129,528,502,135,113,3,543,827,422,173,10
202307 ,서울,도봉구,95,76,894,683,81,672,2,485,604,139,125,8
202307 ,서울,동대문구,104,82,788,683,85,575,2,762,158,976,138,9
202307 ,서울,동작구,114,94,659,161,95,934,2,382,134,561,123,6
202307 ,서울,마포구,92,102,52,412,106,556,2,671,681,408,165,9
202307 ,서울,서대문구,206,77,666,217,81,89,2,152,428,680,132,5
202307 ,서울,서초구,188,151,910,124,156,222,3,59,692,884,181,10
202307 ,서울,성동구,123,82,244,103,90,470,1,888,889,824,179,8
202307 ,서울,성북구,96,105,576,123,107,795,3,16,1,4,193,144
202307 ,서울,송파구,131,207,384,192,214,707,4,259,1,6,67,166
202307 ,서울,양천구,127,127,754,413,132,294,3,274,754,88,140,11
202307 ,서울,영등포구,132,118,240,969,121,341,3,903,170,131,169,13
202307 ,서울,용산구,247,65,436,322,67,5,1,933,66,121,147,5
202307 ,서울,은평구,96,112,825,94,117,15,3,241,737,21,138,10
202307 ,서울,종로구,1,587,39,584,41,583,553,1,533,3,346,343
202307 ,서울,중구,297,43,839,851,45,987,1,842,224,932,183,5
202307 ,서울,중랑구,80,91,380,941,97,401,3,280,534,847,123,11
202308 ,서울,강남구,164,211,741,6,230,911,4,43,552,651,180,13
202308 ,서울,강동구,112,128,888,97,134,97,3,451,811,303,154,12
202308 ,서울,강북구,102,60,875,106,63,83,2,301,718,84,133,7
202308 ,서울,강서구,137,167,168,500,177,805,4,479,1,5,884,163
202308 ,서울,관악구,94,99,874,94,103,62,3,214,344,604,146,9
202308 ,서울,광진구,91,80,834,226,84,151,2,266,338,647,183,8
202308 ,서울,구로구,107,115,790,22,125,919,4,356,547,965,130,14
202308 ,서울,금천구,57,71,808,543,75,408,2,861,462,352,77,10
202308 ,서울,노원구,83,129,600,527,135,210,3,513,822,387,173,10
202308 ,서울,도봉구,94,76,785,690,81,569,2,469,591,110,125,8
202308 ,서울,동대문구,103,83,388,740,86,231,2,723,158,937,137,9
202308 ,서울,동작구,112,94,694,154,95,960,2,365,131,541,123,6
202308 ,서울,마포구,92,101,964,423,106,479,2,664,674,394,165,9
202308 ,서울,서대문구,207,77,588,217,81,12,2,141,426,668,132,5
202308 ,서울,서초구,187,151,948,95,156,230,3,19,688,839,180,10
202308 ,서울,성동구,123,82,113,881,90,117,1,896,889,832,175,8
202308 ,서울,성북구,96,105,471,129,107,696,3,7,1,4,185,144
202308 ,서울,송파구,132,207,113,215,214,460,4,231,1,6,39,165
202308 ,서울,양천구,126,127,766,455,132,347,3,272,753,86,141,11
202308 ,서울,영등포구,131,118,4,958,121,93,3,871,172,101,169,13
202308 ,서울,용산구,253,65,356,312,66,921,1,921,66,110,147,5
202308 ,서울,은평구,95,113,567,103,117,765,3,215,735,993,139,10
202308 ,서울,종로구,1,520,39,555,41,512,556,1,523,3,337,342
202308 ,서울,중구,296,43,676,777,45,749,1,838,222,846,183,5
202308 ,서울,중랑구,82,91,302,921,97,305,3,260,532,825,123,11
202309 ,서울,강남구,158,211,949,861,230,968,4,20,556,633,179,13
202309 ,서울,강동구,112,128,897,105,134,114,3,415,799,255,154,12
202309 ,서울,강북구,102,60,847,110,63,59,2,287,716,68,133,7
202309 ,서울,강서구,135,167,147,372,177,654,4,438,1,5,841,162
202309 ,서울,관악구,94,99,872,105,103,71,3,200,345,592,146,9
202309 ,서울,광진구,91,81,51,224,84,366,2,249,336,627,185,8
202309 ,서울,구로구,106,115,835,25,125,966,4,348,546,956,130,14
202309 ,서울,금천구,57,71,797,561,75,415,2,851,462,344,78,10
202309 ,서울,노원구,83,129,781,528,135,392,3,493,818,363,175,10
202309 ,서울,도봉구,94,76,731,699,81,524,2,445,591,86,128,8
202309 ,서울,동대문구,102,83,824,754,86,680,2,728,157,941,136,9
202309 ,서울,동작구,113,94,731,153,95,997,2,350,131,526,124,6
202309 ,서울,마포구,92,101,963,392,106,447,2,646,668,370,166,9
202309 ,서울,서대문구,208,77,620,220,81,48,2,133,425,661,133,5
202309 ,서울,서초구,187,152,741,96,157,24,3,5,684,821,183,10
202309 ,서울,성동구,120,82,92,921,90,133,1,890,894,832,175,8
202309 ,서울,성북구,96,105,497,122,107,715,2,984,1,4,163,145
202309 ,서울,송파구,129,207,324,282,214,735,4,208,1,5,997,166
202309 ,서울,양천구,127,127,915,452,132,494,3,245,755,62,142,11
202309 ,서울,영등포구,130,118,155,951,121,236,3,869,172,100,169,13
202309 ,서울,용산구,254,65,343,295,66,892,1,914,68,105,146,5
202309 ,서울,은평구,101,114,146,114,118,361,3,202,734,980,138,10
202309 ,서울,종로구,1,515,39,554,41,544,521,1,517,3,296,343
202309 ,서울,중구,298,43,451,714,45,463,1,841,219,847,183,5
202309 ,서울,중랑구,81,91,372,934,97,387,3,234,532,798,124,11
202310 ,서울,강남구,159,212,274,962,231,395,4,30,550,636,179,13
202310 ,서울,강동구,113,128,922,59,134,94,3,399,794,234,154,12
202310 ,서울,강북구,102,60,695,113,62,910,2,254,718,37,133,7
202310 ,서울,강서구,134,167,262,314,177,710,4,389,1,5,794,161
202310 ,서울,관악구,93,99,836,109,103,38,3,155,345,547,146,9
202310 ,서울,광진구,91,81,44,123,84,258,2,237,332,611,184,8
202310 ,서울,구로구,107,115,828,988,125,923,4,310,535,906,128,14
202310 ,서울,금천구,56,71,757,550,75,363,2,825,464,320,78,10
202310 ,서울,노원구,83,129,771,515,135,369,3,469,818,339,177,10
202310 ,서울,도봉구,94,76,699,709,81,502,2,432,584,66,127,8
202310 ,서울,동대문구,102,84,87,800,86,989,2,712,155,923,137,9
202310 ,서울,동작구,113,94,615,150,95,878,2,344,132,522,125,6
202310 ,서울,마포구,95,101,885,380,106,360,2,651,659,366,165,9
202310 ,서울,서대문구,207,77,559,230,80,996,2,127,422,652,135,5
202310 ,서울,서초구,184,152,688,36,156,908,2,988,655,775,181,10
202310 ,서울,성동구,121,82,18,576,90,715,1,868,904,820,175,8
202310 ,서울,성북구,96,105,482,129,107,707,2,962,1,4,144,145
202310 ,서울,송파구,130,207,375,330,214,835,4,166,1,5,960,165
202310 ,서울,양천구,127,127,918,438,132,483,3,223,756,41,141,11
202310 ,서울,영등포구,130,118,159,948,121,237,3,865,173,97,168,13
202310 ,서울,용산구,252,65,235,294,66,781,1,901,68,92,145,5
202310 ,서울,은평구,101,114,470,109,118,680,3,181,737,962,141,10
202310 ,서울,종로구,1,516,39,550,41,555,524,1,508,3,291,346
202310 ,서울,중구,304,43,215,628,45,147,1,837,219,841,184,5
202310 ,서울,중랑구,82,91,317,883,97,282,3,203,531,766,124,11
202311 ,서울,강남구,161,212,390,512,231,63,4,26,546,629,181,13
202311 ,서울,강동구,112,129,135,67,134,314,3,376,799,216,154,12
202311 ,서울,강북구,102,60,651,100,62,853,2,246,717,29,135,7
202311 ,서울,강서구,134,167,859,181,178,174,4,362,1,5,755,163
202311 ,서울,관악구,92,99,764,98,102,954,3,137,345,528,145,9
202311 ,서울,광진구,93,80,988,103,84,184,2,229,336,609,183,8
202311 ,서울,구로구,107,115,780,957,125,844,4,274,533,870,128,14
202311 ,서울,금천구,56,71,779,531,75,366,2,801,464,296,79,10
202311 ,서울,노원구,83,129,843,500,135,426,3,466,816,335,177,10
202311 ,서울,도봉구,94,76,756,696,81,546,2,421,594,65,129,8
202311 ,서울,동대문구,103,84,245,815,87,163,2,678,153,888,138,9
202311 ,서울,동작구,114,94,630,148,95,892,2,320,132,499,126,6
202311 ,서울,마포구,95,102,5,347,106,447,2,637,635,325,171,9
202311 ,서울,서대문구,207,77,594,215,81,16,2,105,403,609,136,5
202311 ,서울,서초구,179,152,815,37,157,31,2,986,647,766,182,10
202311 ,서울,성동구,121,82,110,536,90,767,1,860,923,832,175,8
202311 ,서울,성북구,96,105,478,134,107,708,2,957,1,4,140,145
202311 ,서울,송파구,128,207,431,277,214,836,4,159,1,5,925,165
202311 ,서울,양천구,127,128,23,420,132,570,3,201,753,16,141,11
202311 ,서울,영등포구,125,118,310,976,121,411,3,851,172,82,165,13
202311 ,서울,용산구,253,65,75,274,66,602,1,882,67,73,153,5
202311 ,서울,은평구,101,114,571,120,118,792,3,143,738,925,140,10
202311 ,서울,종로구,1,515,39,547,41,574,524,1,501,3,282,349
202311 ,서울,중구,300,42,994,576,44,870,1,826,216,847,181,5
202311 ,서울,중랑구,82,91,314,903,97,299,3,172,529,733,124,11
202312 ,서울,강남구,156,214,156,168,232,480,3,998,546,601,180,13
202312 ,서울,강동구,113,129,380,55,134,548,3,381,789,211,148,12
202312 ,서울,강북구,105,60,580,105,62,790,2,228,717,10,132,7
202312 ,서울,강서구,134,168,214,66,178,414,4,339,1,5,720,168
202312 ,서울,관악구,92,99,596,90,102,778,3,129,346,522,144,9
202312 ,서울,광진구,93,80,880,85,84,58,2,222,334,601,182,8
202312 ,서울,구로구,107,115,645,918,125,670,4,256,530,849,129,13
202312 ,서울,금천구,55,71,744,518,75,317,2,793,455,279,74,10
202312 ,서울,노원구,83,129,767,496,135,346,3,438,815,309,174,10
202312 ,서울,도봉구,92,76,763,664,81,519,2,403,582,33,125,8
202312 ,서울,동대문구,104,84,257,879,87,240,2,674,152,883,136,9
202312 ,서울,동작구,110,94,584,144,95,838,2,308,133,488,122,6
202312 ,서울,마포구,95,101,937,325,106,357,2,636,633,324,172,9
202312 ,서울,서대문구,207,77,539,208,80,954,2,105,404,610,133,5
202312 ,서울,서초구,178,152,891,992,157,61,3,13,644,792,182,10
202312 ,서울,성동구,129,82,202,443,90,774,1,866,926,842,175,8
202312 ,서울,성북구,96,105,387,126,107,609,2,954,1,4,134,142
202312 ,서울,송파구,127,207,167,292,214,586,4,142,1,5,892,165
202312 ,서울,양천구,127,127,890,414,132,431,3,187,751,998,141,11
202312 ,서울,영등포구,125,118,319,945,121,389,3,848,173,80,166,13
202312 ,서울,용산구,250,64,908,288,66,446,1,880,67,70,154,5
202312 ,서울,은평구,100,114,497,125,118,722,3,118,737,899,141,9
202312 ,서울,종로구,1,579,39,560,41,598,535,1,502,3,303,348
202312 ,서울,중구,298,42,868,533,44,699,1,817,213,892,180,5
202312 ,서울,중랑구,83,91,504,905,97,492,3,151,542,725,121,11
202401 ,서울,강남구,154,215,268,940,233,362,4,24,543,624,179,13
202401 ,서울,강동구,114,129,486,41,134,641,3,357,800,198,148,12
202401 ,서울,강북구,105,60,527,98,62,730,2,221,718,6,132,7
202401 ,서울,강서구,135,168,140,873,178,148,4,338,1,5,714,170
202401 ,서울,관악구,91,99,635,79,102,805,3,122,347,516,145,9
202401 ,서울,광진구,93,80,891,64,84,48,2,206,331,582,175,8
202401 ,서울,구로구,107,115,687,885,125,679,4,234,533,829,129,13
202401 ,서울,금천구,55,71,729,480,75,264,2,774,450,255,74,10
202401 ,서울,노원구,83,129,730,464,135,277,3,430,785,271,175,9
202401 ,서울,도봉구,92,76,748,656,81,496,2,382,582,12,125,8
202401 ,서울,동대문구,103,84,309,897,87,309,2,666,154,875,138,9
202401 ,서울,동작구,111,94,545,174,95,830,2,311,135,493,122,6
202401 ,서울,마포구,95,101,936,264,106,295,2,623,625,302,172,9
202401 ,서울,서대문구,196,77,579,215,80,990,2,74,401,574,129,5
202401 ,서울,서초구,178,152,590,51,156,819,3,8,662,804,181,10
202401 ,서울,성동구,131,82,331,751,91,213,1,861,953,864,178,8
202401 ,서울,성북구,95,105,347,47,107,489,2,942,1,4,104,144
202401 ,서울,송파구,127,207,7,248,214,382,4,120,1,5,852,165
202401 ,서울,양천구,128,128,184,401,132,713,3,169,755,984,140,11
202401 ,서울,영등포구,125,118,489,955,121,569,3,821,173,52,166,13
202401 ,서울,용산구,251,64,717,303,66,271,1,859,65,46,154,5
202401 ,서울,은평구,99,114,501,57,118,657,3,107,730,881,139,9
202401 ,서울,종로구,1,649,39,550,41,682,534,1,506,3,302,346
202401 ,서울,중구,298,42,612,507,44,417,1,810,222,894,178,5
202401 ,서울,중랑구,83,91,639,934,97,656,3,120,558,710,121,11
202402 ,서울,강남구,154,217,167,423,234,744,4,19,535,611,178,13
202402 ,서울,강동구,107,129,782,16,134,905,3,357,803,201,148,12
202402 ,서울,강북구,106,60,478,93,62,677,2,212,718,997,132,7
202402 ,서울,강서구,135,167,515,766,177,416,4,326,1,5,703,168
202402 ,서울,관악구,91,99,507,60,102,658,3,109,346,501,144,9
202402 ,서울,광진구,93,80,763,31,83,887,2,202,331,578,175,8
202402 ,서울,구로구,107,115,571,868,125,546,4,213,532,807,129,13
202402 ,서울,금천구,58,71,702,476,75,236,2,758,450,239,72,10
202402 ,서울,노원구,84,129,689,463,135,236,3,413,780,251,175,9
202402 ,서울,도봉구,92,76,705,643,81,440,2,370,591,9,125,8
202402 ,서울,동대문구,102,84,302,894,87,298,2,664,154,873,132,9
202402 ,서울,동작구,111,94,422,139,95,672,2,305,132,484,122,6
202402 ,서울,마포구,95,101,740,212,106,47,2,612,624,290,172,9
202402 ,서울,서대문구,196,77,623,216,81,35,2,79,404,582,131,5
202402 ,서울,서초구,173,152,578,949,156,700,2,992,663,785,181,10
202402 ,서울,성동구,131,82,260,753,91,144,1,867,962,878,176,8
202402 ,서울,성북구,95,105,227,41,107,363,2,929,1,4,89,143
202402 ,서울,송파구,127,207,281,280,214,688,4,101,1,5,847,163
202402 ,서울,양천구,130,128,393,374,132,897,3,180,756,996,140,11
202402 ,서울,영등포구,126,118,454,930,121,510,3,802,177,37,166,13
202402 ,서울,용산구,248,64,540,294,66,82,1,846,71,38,153,5
202402 ,서울,은평구,99,114,406,61,118,566,3,87,729,861,139,9
202402 ,서울,종로구,1,652,39,547,41,658,535,1,500,3,292,347
202402 ,서울,중구,296,42,428,482,44,206,1,803,217,881,176,5
202402 ,서울,중랑구,83,91,711,919,97,713,3,108,559,699,122,11
202403 ,서울,강남구,154,217,524,38,234,716,3,986,533,577,178,13
202403 ,서울,강동구,107,130,110,976,135,193,3,336,798,175,147,12
202403 ,서울,강북구,107,60,324,91,62,522,2,188,718,973,132,6
202403 ,서울,강서구,135,167,537,656,177,328,4,300,1,5,675,167
202403 ,서울,관악구,89,99,440,53,102,582,3,83,346,475,143,9
202403 ,서울,광진구,92,80,662,13,83,767,2,190,334,569,175,8
202403 ,서울,구로구,106,115,590,17,125,713,4,154,538,754,129,13
202403 ,서울,금천구,58,71,800,440,75,298,2,709,451,192,72,10
202403 ,서울,노원구,85,129,620,453,135,158,3,391,773,222,174,9
202403 ,서울,도봉구,91,76,681,623,81,395,2,352,575,975,125,8
202403 ,서울,동대문구,101,84,444,900,87,445,2,642,154,851,131,9
202403 ,서울,동작구,111,94,504,122,95,737,2,268,131,446,122,6
202403 ,서울,마포구,93,101,803,188,106,84,2,595,620,269,170,9
202403 ,서울,서대문구,197,77,606,225,81,28,2,65,401,565,129,5
202403 ,서울,서초구,172,152,542,972,156,686,2,974,665,768,181,10
202403 ,서울,성동구,131,82,262,640,91,33,1,863,956,868,176,8
202403 ,서울,성북구,94,105,211,43,107,348,2,910,1,4,57,143
202403 ,서울,송파구,128,207,115,270,214,513,4,99,1,5,853,163
202403 ,서울,양천구,129,127,854,361,132,344,3,114,756,930,140,11
202403 ,서울,영등포구,126,118,455,950,121,531,3,793,179,30,167,13
202403 ,서울,용산구,246,64,323,278,65,847,1,819,72,12,153,5
202403 ,서울,은평구,99,114,527,47,118,673,3,54,730,829,139,9
202403 ,서울,종로구,1,669,39,245,41,364,537,1,486,3,271,346
202403 ,서울,중구,297,42,304,764,44,365,1,793,228,882,176,5
202403 ,서울,중랑구,84,91,698,934,97,716,3,67,570,669,122,11
202404 ,서울,강남구,154,217,733,813,234,700,3,984,531,573,179,13
202404 ,서울,강동구,108,130,444,970,135,522,3,308,732,81,147,12
202404 ,서울,강북구,107,60,285,79,62,471,2,174,717,958,132,6
202404 ,서울,강서구,135,167,543,483,177,161,4,289,1,5,655,169
202404 ,서울,관악구,90,99,437,34,102,561,3,60,347,452,143,9
202404 ,서울,광진구,92,80,705,34,83,831,2,172,334,551,173,8
202404 ,서울,구로구,106,115,570,992,125,668,4,110,584,756,127,13
202404 ,서울,금천구,58,71,782,414,75,254,2,698,451,181,72,10
202404 ,서울,노원구,83,129,687,446,135,216,3,388,771,213,177,9
202404 ,서울,도봉구,92,76,655,619,81,366,2,330,635,13,125,8
202404 ,서울,동대문구,100,84,548,887,87,535,2,629,142,825,131,9
202404 ,서울,동작구,111,94,610,114,95,835,2,248,132,427,122,6
202404 ,서울,마포구,93,101,846,186,106,125,2,578,623,255,177,9
202404 ,서울,서대문구,197,77,645,260,81,102,2,52,400,552,130,5
202404 ,서울,서초구,172,152,561,918,156,651,2,968,666,763,187,10
202404 ,서울,성동구,131,82,289,711,91,131,1,851,960,858,176,8
202404 ,서울,성북구,94,105,236,42,107,372,2,894,1,4,42,138
202404 ,서울,송파구,127,207,155,316,214,598,4,67,1,5,787,164
202404 ,서울,양천구,129,127,483,353,131,965,3,114,760,934,142,11
202404 ,서울,영등포구,129,118,551,927,121,607,3,758,179,995,168,13
202404 ,서울,용산구,248,64,49,258,65,555,1,808,73,999,153,4
202404 ,서울,은평구,100,114,534,53,118,687,3,35,743,823,140,9
202404 ,서울,종로구,1,671,39,239,41,291,536,1,482,3,267,347
202404 ,서울,중구,299,42,92,733,44,124,1,791,232,883,175,5
202404 ,서울,중랑구,84,91,736,906,97,726,3,52,573,658,122,11
202405 ,서울,강남구,153,218,216,595,234,964,3,957,534,549,179,13
202405 ,서울,강동구,108,130,717,948,135,773,3,284,730,55,146,11
202405 ,서울,강북구,108,60,247,80,62,435,2,157,716,941,132,6
202405 ,서울,강서구,133,167,760,291,177,184,4,274,1,5,640,167
202405 ,서울,관악구,90,99,475,40,102,605,3,49,346,440,143,9
202405 ,서울,광진구,92,80,732,39,83,863,2,153,336,534,172,8
202405 ,서울,구로구,107,115,550,830,125,487,4,76,585,723,127,13
202405 ,서울,금천구,58,71,786,389,75,233,2,672,452,156,72,10
202405 ,서울,노원구,83,129,619,452,135,154,3,374,770,198,177,9
202405 ,서울,도봉구,92,76,631,603,81,326,2,316,631,995,124,7
202405 ,서울,동대문구,100,84,564,917,87,581,2,608,146,807,131,9
202405 ,서울,동작구,111,94,712,107,95,930,2,237,131,414,124,6
202405 ,서울,마포구,94,101,911,197,106,202,2,556,637,248,179,9
202405 ,서울,서대문구,200,77,698,298,81,196,2,47,402,555,141,5
202405 ,서울,서초구,206,152,523,880,156,609,2,948,671,748,182,10
202405 ,서울,성동구,131,82,350,778,91,259,1,838,953,837,179,8
202405 ,서울,성북구,94,105,272,22,107,388,2,860,1,4,9,138
202405 ,서울,송파구,126,207,215,376,214,717,4,63,1,5,793,163
202405 ,서울,양천구,129,127,459,328,131,916,3,92,762,914,143,11
202405 ,서울,영등포구,130,118,614,940,121,684,3,714,178,950,168,13
202405 ,서울,용산구,255,63,874,276,65,405,1,787,73,978,154,4
202405 ,서울,은평구,100,114,579,53,118,732,3,14,741,801,139,9
202405 ,서울,종로구,1,672,39,240,41,295,535,1,479,3,262,347
202405 ,서울,중구,299,41,871,709,43,879,1,779,231,868,176,5
202405 ,서울,중랑구,78,91,873,903,97,854,3,51,571,655,121,11
202406 ,서울,강남구,152,218,463,319,235,934,3,934,562,554,180,13
202406 ,서울,강동구,108,131,107,945,136,160,3,260,705,6,146,11
202406 ,서울,강북구,106,60,200,63,62,369,2,136,713,918,132,6
202406 ,서울,강서구,136,167,917,288,177,341,4,261,1,5,615,167
202406 ,서울,관악구,90,99,428,22,102,540,3,21,346,412,143,9
202406 ,서울,광진구,92,80,620,84,83,796,2,139,341,524,172,8
202406 ,서울,구로구,107,115,548,701,125,356,4,43,585,690,127,13
202406 ,서울,금천구,57,71,715,380,75,152,2,671,452,155,72,10
202406 ,서울,노원구,84,129,587,507,135,178,3,348,766,168,176,9
202406 ,서울,도봉구,92,76,579,600,81,271,2,308,599,955,125,7
202406 ,서울,동대문구,101,84,549,938,87,588,2,573,146,773,131,9
202406 ,서울,동작구,112,94,797,96,96,5,2,236,132,414,125,6
202406 ,서울,마포구,94,101,896,240,106,230,2,535,633,223,180,9
202406 ,서울,서대문구,207,77,745,377,81,329,2,39,400,544,140,5
202406 ,서울,서초구,178,152,864,909,156,951,2,947,650,727,182,10
202406 ,서울,성동구,131,82,495,974,91,600,1,818,992,856,177,8
202406 ,서울,성북구,94,105,340,11,107,445,2,835,1,3,984,138
202406 ,서울,송파구,124,207,228,458,214,810,4,47,1,5,780,161
202406 ,서울,양천구,130,127,359,307,131,796,3,80,760,900,144,11
202406 ,서울,영등포구,128,118,767,930,121,825,3,696,179,934,168,13
202406 ,서울,용산구,258,63,834,276,65,368,1,783,73,974,154,5
202406 ,서울,은평구,100,114,409,51,118,560,2,977,740,763,139,9
202406 ,서울,종로구,1,626,39,242,41,191,535,1,463,3,245,344
202406 ,서울,중구,299,41,700,692,43,691,1,778,233,870,176,5
202406 ,서울,중랑구,78,91,898,959,97,935,3,32,571,636,121,11
202407 ,서울,강남구,151,218,439,130,235,720,3,927,573,559,179,13
202407 ,서울,강동구,110,131,523,941,136,574,3,272,684,997,145,11
202407 ,서울,강북구,107,60,126,85,62,318,2,109,713,891,130,6
202407 ,서울,강서구,135,167,613,282,177,30,4,190,1,5,544,167
202407 ,서울,관악구,89,99,321,29,102,439,2,993,345,383,143,9
202407 ,서울,광진구,92,80,537,91,83,720,2,105,330,481,172,8
202407 ,서울,구로구,108,115,501,627,125,236,3,972,586,620,127,13
202407 ,서울,금천구,60,71,801,388,75,249,2,646,452,130,73,10
202407 ,서울,노원구,84,129,615,612,135,311,3,311,766,133,175,9
202407 ,서울,도봉구,92,76,504,643,81,239,2,274,588,910,129,7
202407 ,서울,동대문구,102,84,586,909,87,597,2,564,132,750,131,9
202407 ,서울,동작구,114,94,843,67,96,24,2,208,130,382,135,6
202407 ,서울,마포구,94,101,922,255,106,271,2,516,635,206,182,9
202407 ,서울,서대문구,210,77,718,414,81,342,2,3,401,509,140,5
202407 ,서울,서초구,186,153,36,849,157,71,2,938,647,722,184,10
202407 ,서울,성동구,131,82,387,886,91,404,1,806,988,840,177,8
202407 ,서울,성북구,96,105,373,5,107,474,2,795,1,3,947,138
202407 ,서울,송파구,131,207,74,539,214,744,3,999,1,5,740,160
202407 ,서울,양천구,131,127,355,366,131,852,3,66,734,861,145,11
202407 ,서울,영등포구,128,118,726,920,121,774,3,652,177,891,167,13
202407 ,서울,용산구,258,63,715,273,65,246,1,768,72,958,153,4
202407 ,서울,은평구,100,114,333,44,118,477,2,949,740,735,140,9
202407 ,서울,종로구,1,654,39,237,41,309,533,1,447,3,229,339
202407 ,서울,중구,301,41,533,655,43,489,1,753,229,838,176,5
202407 ,서울,중랑구,78,91,962,976,98,16,2,999,570,602,122,11
202408 ,서울,강남구,160,218,724,964,235,848,3,923,570,554,189,13
202408 ,서울,강동구,110,132,52,939,137,101,3,258,679,978,145,11
202408 ,서울,강북구,107,60,92,88,62,287,2,92,714,875,130,6
202408 ,서울,강서구,136,167,155,214,176,505,4,178,1,5,531,167
202408 ,서울,관악구,89,99,193,24,102,306,2,978,345,368,139,9
202408 ,서울,광진구,91,80,461,105,83,657,2,85,326,456,172,8
202408 ,서울,구로구,108,115,461,532,125,101,3,941,578,581,128,13
202408 ,서울,금천구,60,71,811,385,75,256,2,619,451,102,74,10
202408 ,서울,노원구,84,129,663,611,135,358,3,289,770,113,175,9
202408 ,서울,도봉구,92,76,344,639,81,75,2,252,578,878,129,7
202408 ,서울,동대문구,106,84,542,912,87,560,2,541,131,727,131,9
202408 ,서울,동작구,115,94,686,119,95,920,2,189,130,364,135,6
202408 ,서울,마포구,95,101,855,234,106,184,2,493,639,187,177,9
202408 ,서울,서대문구,209,77,691,436,81,336,1,983,402,491,134,5
202408 ,서울,서초구,176,153,184,805,157,165,2,940,646,720,183,10
202408 ,서울,성동구,132,82,131,166,91,429,1,792,982,820,179,8
202408 ,서울,성북구,96,105,369,5,107,470,2,781,1,3,934,138
202408 ,서울,송파구,130,206,948,592,214,670,3,962,1,5,698,160
202408 ,서울,양천구,131,127,351,393,131,875,3,36,730,827,147,11
202408 ,서울,영등포구,128,118,418,918,121,464,3,621,180,862,168,13
202408 ,서울,용산구,260,63,683,279,65,222,1,767,77,962,154,4
202408 ,서울,은평구,101,114,108,38,118,247,2,931,743,721,143,9
202408 ,서울,종로구,1,654,39,236,41,287,540,1,432,3,221,340
202408 ,서울,중구,301,41,335,605,43,241,1,747,231,835,177,5
202408 ,서울,중랑구,78,91,894,967,97,939,2,968,580,581,125,11
202409 ,서울,강남구,162,218,929,437,235,528,3,909,561,533,188,13
202409 ,서울,강동구,110,132,178,162,137,450,3,232,662,935,144,11
202409 ,서울,강북구,109,60,227,87,62,423,2,77,714,860,128,6
202409 ,서울,강서구,137,167,135,170,176,442,4,139,1,5,495,167
202409 ,서울,관악구,89,99,155,16,102,260,2,952,345,342,138,9
202409 ,서울,광진구,91,80,388,136,83,615,2,64,332,441,172,8
202409 ,서울,구로구,109,115,569,473,125,151,3,917,575,554,129,13
202409 ,서울,금천구,60,71,817,335,75,212,2,580,450,63,74,10
202409 ,서울,노원구,84,129,603,619,135,306,3,275,766,95,176,9
202409 ,서울,도봉구,92,76,305,620,81,17,2,240,578,866,128,7
202409 ,서울,동대문구,106,84,719,945,87,770,2,521,132,711,130,9
202409 ,서울,동작구,117,94,781,117,96,15,2,176,129,350,135,6
202409 ,서울,마포구,96,101,909,242,106,247,2,468,647,171,175,9
202409 ,서울,서대문구,210,77,678,441,81,329,1,968,402,476,133,5
202409 ,서울,서초구,177,153,500,817,157,494,2,930,648,709,184,10
202409 ,서울,성동구,132,82,49,179,91,360,1,766,977,789,178,8
202409 ,서울,성북구,95,105,355,1,107,451,2,753,1,3,907,140
202409 ,서울,송파구,130,207,76,567,214,773,3,950,1,5,678,160
202409 ,서울,양천구,130,127,384,417,131,931,3,24,733,818,146,11
202409 ,서울,영등포구,127,118,575,906,121,608,3,598,182,842,170,13
