년월,시도명,시군구,승용관용,승용자가용,승용영업용,승용계,승합관용,승합자가용,승합영업용,승합계,화물관용,화물자가용,화물영업용,화물계,특수관용,특수자가용,특수영업용,특수계,관용,자가용,영업용,계
202209 ,서울,구로구,99,113,321,10,367,123,787,62,4,553,564,5,179,125,14,106,2,761,16,992
202209 ,서울,금천구,52,70,794,3,497,74,343,30,3,30,471,3,531,75,10,867,2,284,13,226
202209 ,서울,노원구,88,129,227,5,537,134,852,54,3,767,840,4,661,173,10,251,2,140,12,564
202209 ,서울,도봉구,94,76,798,4,715,81,607,54,2,649,575,3,278,126,8,332,2,32,10,490
202209 ,서울,동대문구,105,81,134,2,251,83,490,58,2,911,149,3,118,140,9,914,2,164,12,218
202209 ,서울,동작구,108,93,850,1,184,95,142,50,2,522,137,2,709,130,6,845,1,206,8,181
202209 ,서울,마포구,102,100,931,4,549,105,582,55,2,806,667,3,528,162,9,658,2,178,11,998
202209 ,서울,서대문구,199,75,705,3,151,79,55,110,2,218,431,2,759,133,5,968,1,844,7,945
202209 ,서울,서초구,202,150,809,4,993,156,4,130,3,190,737,4,57,178,10,862,4,933,15,973
202209 ,서울,성동구,125,82,754,8,585,91,464,46,2,97,923,3,66,185,8,784,1,925,10,894
202209 ,서울,성북구,94,105,195,2,137,107,426,48,3,179,1,123,4,350,153,8,792,1,734,10
202209 ,서울,송파구,128,206,58,7,153,213,339,100,4,478,1,663,6,241,158,24,423,5,402,29
202209 ,서울,양천구,121,127,633,4,443,132,197,60,3,411,759,4,230,139,11,532,2,933,14,604
202209 ,서울,영등포구,135,117,615,3,199,120,949,57,4,95,162,4,314,169,13,894,4,349,18,412
202209 ,서울,용산구,244,65,460,1,240,66,944,128,2,1,57,2,186,145,5,290,808,6,243,11
202209 ,서울,은평구,102,113,76,4,128,117,306,48,3,492,747,4,287,140,10,297,1,975,12,412
202209 ,서울,종로구,1,509,38,925,858,41,292,1,696,1,583,255,3,534,353,3,736,911,5,0
202209 ,서울,중구,284,45,544,3,47,48,875,758,1,887,228,2,873,185,5,443,1,842,7,470
202209 ,서울,중랑구,80,90,425,5,861,96,366,39,3,491,551,4,81,120,11,895,2,840,14,855
202209 ,서울,계,4,544,2,627,673,126,133,2,758,350,3,892,78,99,15,206,97,197,3,931
202210 ,서울,강남구,156,206,392,19,795,226,343,52,4,154,598,4,804,185,13,721,1,831,15,737
202210 ,서울,강동구,104,127,790,5,133,133,27,44,3,598,789,4,431,156,12,367,2,473,14,996
202210 ,서울,강북구,103,60,975,2,87,63,165,65,2,440,718,3,223,137,7,213,1,272,8,622
202210 ,서울,강서구,131,167,251,11,348,178,730,50,4,653,1,390,6,93,164,17,152,4,195,21
202210 ,서울,관악구,96,99,613,3,150,102,859,47,3,418,306,3,771,148,9,467,2,109,11,724
202210 ,서울,광진구,87,80,392,3,515,83,994,43,2,391,362,2,796,166,9,576,1,731,11,473
202210 ,서울,구로구,100,113,876,10,861,124,837,62,4,550,558,5,170,128,14,110,2,755,16,993
202210 ,서울,금천구,51,70,872,3,417,74,340,29,3,22,467,3,518,75,10,886,2,292,13,253
202210 ,서울,노원구,88,129,250,5,513,134,851,53,3,749,840,4,642,174,10,236,2,136,12,546
202210 ,서울,도봉구,94,76,820,4,737,81,651,51,2,639,575,3,265,127,8,325,2,37,10,489
202210 ,서울,동대문구,105,81,274,2,173,83,552,58,2,899,152,3,109,143,9,901,2,168,12,212
202210 ,서울,동작구,108,93,806,1,173,95,87,50,2,514,136,2,700,129,6,819,1,198,8,146
202210 ,서울,마포구,102,100,951,4,567,105,620,55,2,800,664,3,519,165,9,598,2,183,11,946
202210 ,서울,서대문구,201,75,841,3,171,79,213,107,2,211,433,2,751,134,5,968,1,838,7,940
202210 ,서울,서초구,214,150,886,4,915,156,15,130,3,163,737,4,30,179,10,849,4,937,15,965
202210 ,서울,성동구,123,82,673,8,504,91,300,46,2,77,929,3,52,180,8,765,1,916,10,861
202210 ,서울,성북구,94,105,178,2,138,107,410,47,3,163,1,125,4,335,153,8,778,1,729,10
202210 ,서울,송파구,127,206,104,7,139,213,370,97,4,468,1,673,6,238,159,24,291,5,261,29
202210 ,서울,양천구,121,127,511,4,469,132,101,58,3,398,760,4,216,140,11,555,2,931,14,626
202210 ,서울,영등포구,135,117,664,3,157,120,956,57,4,71,160,4,288,172,13,825,4,336,18,333
202210 ,서울,용산구,246,65,434,1,269,66,949,128,2,3,57,2,188,146,5,275,805,6,226,11
202210 ,서울,은평구,102,113,7,4,134,117,243,46,3,459,748,4,253,140,10,298,1,953,12,391
202210 ,서울,종로구,1,538,38,965,830,41,333,1,697,1,574,255,3,526,353,3,721,913,4,987
202210 ,서울,중구,288,45,313,3,3,48,604,755,1,880,230,2,865,181,5,444,1,852,7,477
202210 ,서울,중랑구,81,90,415,5,866,96,362,39,3,474,545,4,58,121,11,893,2,782,14,796
202210 ,서울,계,4,595,2,628,253,126,64,2,758,912,3,866,77,768,15,207,96,841,3,955
202211 ,서울,강남구,156,206,959,19,604,226,719,52,4,141,594,4,787,190,13,697,1,842,15,729
202211 ,서울,강동구,105,128,30,5,138,133,273,44,3,599,797,4,440,158,12,364,2,467,14,989
202211 ,서울,강북구,102,60,982,2,89,63,173,65,2,440,717,3,222,136,7,203,1,266,8,605
202211 ,서울,강서구,131,167,831,11,284,179,246,51,4,627,1,391,6,69,164,17,92,4,206,21
202211 ,서울,관악구,91,99,744,3,149,102,984,46,3,405,304,3,755,147,9,445,2,110,11,702
202211 ,서울,광진구,86,80,400,3,458,83,944,43,2,373,367,2,783,168,9,576,1,716,11,460
202211 ,서울,구로구,99,114,286,10,970,125,355,65,4,532,557,5,154,136,14,92,2,746,16,974
202211 ,서울,금천구,50,70,975,3,417,74,442,29,3,3,464,3,496,76,10,854,2,298,13,228
202211 ,서울,노원구,88,129,348,5,511,134,947,53,3,732,841,4,626,176,10,210,2,134,12,520
202211 ,서울,도봉구,94,76,856,4,727,81,677,52,2,620,572,3,244,126,8,305,2,31,10,462
202211 ,서울,동대문구,106,81,405,2,206,83,717,57,2,901,151,3,109,141,9,924,2,162,12,227
202211 ,서울,동작구,108,93,709,1,175,94,992,50,2,504,138,2,692,128,6,771,1,191,8,90
202211 ,서울,마포구,101,101,16,4,578,105,695,55,2,782,669,3,506,166,9,587,2,195,11,948
202211 ,서울,서대문구,203,76,125,3,176,79,504,108,2,211,432,2,751,132,5,962,1,838,7,932
202211 ,서울,서초구,204,151,178,4,949,156,331,128,3,143,739,4,10,176,10,824,4,865,15,865
202211 ,서울,성동구,119,82,832,8,99,91,50,46,2,63,930,3,39,177,8,769,1,918,10,864
202211 ,서울,성북구,94,105,238,2,138,107,470,47,3,129,1,124,4,300,153,8,758,1,732,10
202211 ,서울,송파구,129,206,249,7,218,213,596,95,4,463,1,675,6,233,159,24,137,5,245,29
202211 ,서울,양천구,122,127,627,4,494,132,243,58,3,398,762,4,218,139,11,538,2,939,14,616
202211 ,서울,영등포구,135,117,501,3,138,120,774,58,4,64,160,4,282,169,13,860,4,345,18,374
202211 ,서울,용산구,246,65,422,1,337,67,5,128,1,990,58,2,176,145,5,286,795,6,226,11
202211 ,서울,은평구,98,112,953,4,106,117,157,46,3,443,747,4,236,140,10,287,1,948,12,375
202211 ,서울,종로구,1,538,39,24,811,41,373,1,650,1,559,256,3,465,346,3,706,913,4,965
202211 ,서울,중구,289,45,278,2,958,48,525,760,1,874,241,2,875,181,5,445,1,887,7,513
202211 ,서울,중랑구,81,90,559,5,869,96,509,38,3,462,546,4,46,121,11,925,2,772,14,818
202211 ,서울,계,4,575,2,631,527,125,599,2,761,701,3,824,77,458,15,232,96,514,3,950
202212 ,서울,강남구,154,207,377,19,810,227,341,53,4,115,593,4,761,178,13,687,1,864,15,729
202212 ,서울,강동구,104,128,197,5,93,133,394,43,3,573,810,4,426,158,12,334,2,460,14,952
202212 ,서울,강북구,103,60,943,2,68,63,114,70,2,431,718,3,219,133,7,200,1,262,8,595
202212 ,서울,강서구,128,168,42,11,248,179,418,48,4,595,1,378,6,21,164,17,78,4,224,21
202212 ,서울,관악구,92,99,640,3,136,102,868,46,3,360,301,3,707,147,9,441,2,112,11,700
202212 ,서울,광진구,87,80,403,3,435,83,925,44,2,359,364,2,767,166,9,595,1,700,11,461
202212 ,서울,구로구,108,114,713,11,322,126,143,64,4,504,562,5,130,135,14,47,2,742,16,924
202212 ,서울,금천구,51,71,122,3,498,74,671,29,2,986,471,3,486,76,10,857,2,306,13,239
202212 ,서울,노원구,87,129,347,5,522,134,956,52,3,708,836,4,596,176,10,179,2,137,12,492
202212 ,서울,도봉구,94,76,886,4,699,81,679,51,2,600,569,3,220,127,8,307,2,24,10,458
202212 ,서울,동대문구,106,81,388,2,388,83,882,56,2,880,151,3,87,141,9,920,2,152,12,213
202212 ,서울,동작구,105,93,620,1,185,94,910,50,2,498,136,2,684,129,6,752,1,200,8,81
202212 ,서울,마포구,94,101,279,4,571,105,944,54,2,768,667,3,489,164,9,563,2,199,11,926
202212 ,서울,서대문구,219,76,550,3,232,80,1,108,2,209,434,2,751,131,5,975,1,836,7,942
202212 ,서울,서초구,217,151,437,4,892,156,546,130,3,155,739,4,24,174,10,778,4,849,15,801
202212 ,서울,성동구,119,82,795,7,320,90,234,48,2,37,924,3,9,183,8,806,1,917,10,906
202212 ,서울,성북구,95,105,252,2,131,107,478,47,3,118,1,124,4,289,149,8,716,1,731,10
202212 ,서울,송파구,129,206,371,7,217,213,717,94,4,445,1,685,6,224,160,24,69,5,237,29
202212 ,서울,양천구,121,127,739,4,503,132,363,59,3,374,759,4,192,137,11,506,2,942,14,585
202212 ,서울,영등포구,140,117,615,3,133,120,888,57,4,47,158,4,262,170,13,832,4,358,18,360
202212 ,서울,용산구,239,65,407,1,330,66,976,125,1,985,66,2,176,144,5,282,772,6,198,12
202212 ,서울,은평구,97,112,672,4,82,116,851,45,3,409,747,4,201,138,10,251,1,951,12,340
202212 ,서울,종로구,1,703,39,56,798,41,557,1,659,1,558,255,3,472,344,3,695,1,11,5
202212 ,서울,중구,298,44,948,2,880,48,126,775,1,868,228,2,871,184,5,441,1,802,7,427
202212 ,서울,중랑구,80,90,730,5,938,96,748,35,3,440,546,4,21,121,11,895,2,783,14,799
202212 ,서울,계,4,770,2,633,529,125,431,2,763,730,3,842,77,22,15,221,96,85,3,929
202301 ,서울,강남구,154,207,692,19,642,227,488,54,4,112,587,4,753,176,13,669,1,861,15,706
202301 ,서울,강동구,102,128,422,5,111,133,635,43,3,569,819,4,431,159,12,337,2,465,14,961
202301 ,서울,강북구,103,60,998,2,66,63,167,66,2,411,716,3,193,132,7,195,1,271,8,598
202301 ,서울,강서구,129,167,350,11,195,178,674,48,4,632,1,361,6,41,164,17,74,4,224,21
202301 ,서울,관악구,91,99,804,3,123,103,18,46,3,334,300,3,680,147,9,439,2,112,11,698
202301 ,서울,광진구,87,80,441,3,408,83,936,44,2,356,359,2,759,169,9,49,1,716,10,934
202301 ,서울,구로구,102,114,998,11,203,126,303,63,4,491,558,5,112,131,14,79,2,735,16,945
202301 ,서울,금천구,51,71,348,3,529,74,928,29,2,971,470,3,470,76,10,893,2,302,13,271
202301 ,서울,노원구,86,129,513,5,497,135,96,52,3,695,836,4,583,175,10,186,2,137,12,498
202301 ,서울,도봉구,93,76,966,4,654,81,713,51,2,579,585,3,215,126,8,278,2,22,10,426
202301 ,서울,동대문구,107,81,610,2,392,84,109,57,2,856,155,3,68,141,9,931,2,153,12,225
202301 ,서울,동작구,106,93,744,1,183,95,33,51,2,485,136,2,672,128,6,732,1,202,8,62
202301 ,서울,마포구,92,101,497,4,540,106,129,54,2,730,668,3,452,164,9,554,2,206,11,924
202301 ,서울,서대문구,209,76,981,3,248,80,438,108,2,214,437,2,759,131,5,988,1,846,7,965
202301 ,서울,서초구,200,151,621,4,927,156,748,130,3,138,734,4,2,174,10,723,4,827,15,724
202301 ,서울,성동구,119,82,773,7,129,90,21,48,2,29,928,3,5,183,8,820,1,917,10,920
202301 ,서울,성북구,95,105,359,2,126,107,580,47,3,114,1,126,4,287,149,8,722,1,735,10
202301 ,서울,송파구,132,206,606,7,258,213,996,94,4,426,1,693,6,213,158,23,884,5,225,29
202301 ,서울,양천구,121,127,782,4,501,132,404,59,3,360,758,4,177,137,11,528,2,946,14,611
202301 ,서울,영등포구,141,117,788,3,115,121,44,57,4,46,156,4,259,170,13,813,4,367,18,350
202301 ,서울,용산구,239,65,440,1,338,67,17,125,1,989,67,2,181,143,5,291,776,6,210,11
202301 ,서울,은평구,97,112,746,4,73,116,916,44,3,387,747,4,178,135,10,211,1,946,12,292
202301 ,서울,종로구,1,717,39,66,773,41,556,1,674,1,555,255,3,484,346,3,705,1,600,5
202301 ,서울,중구,292,44,703,2,833,47,828,772,1,856,219,2,847,181,5,419,1,207,6,807
202301 ,서울,중랑구,80,90,969,5,956,97,5,35,3,431,541,4,7,119,11,871,2,793,14,783
202301 ,서울,계,4,745,2,636,217,124,820,2,765,782,3,851,76,766,15,211,95,828,3,914
202302 ,서울,강남구,153,207,975,19,749,227,877,54,4,102,570,4,726,177,13,669,1,993,15,839
202302 ,서울,강동구,102,128,583,5,117,133,802,43,3,548,822,4,413,155,12,344,2,475,14,974
202302 ,서울,강북구,102,60,949,2,58,63,109,66,2,389,716,3,171,132,7,197,1,278,8,607
202302 ,서울,강서구,129,166,782,11,87,177,998,45,4,608,1,350,6,3,163,17,27,4,254,21
202302 ,서울,관악구,91,99,826,3,134,103,51,46,3,316,298,3,660,147,9,431,2,108,11,686
202302 ,서울,광진구,87,80,402,3,408,83,897,44,2,352,352,2,748,168,9,37,1,717,10,922
202302 ,서울,구로구,100,115,81,10,705,125,886,63,4,464,553,5,80,128,14,102,2,730,16,960
202302 ,서울,금천구,50,71,468,3,554,75,72,29,2,957,466,3,452,75,10,920,2,299,13,294
202302 ,서울,노원구,84,129,453,5,494,135,31,52,3,685,835,4,572,176,10,165,2,133,12,474
202302 ,서울,도봉구,93,76,999,4,643,81,735,51,2,551,596,3,198,124,8,240,2,8,10,372
202302 ,서울,동대문구,103,81,695,2,401,84,199,57,2,842,160,3,59,142,9,923,2,163,12,228
202302 ,서울,동작구,106,93,586,1,177,94,869,50,2,471,136,2,657,128,6,699,1,207,8,34
202302 ,서울,마포구,92,101,638,4,491,106,221,54,2,714,667,3,435,164,9,501,2,198,11,863
202302 ,서울,서대문구,206,77,261,3,248,80,715,108,2,219,439,2,766,131,6,12,1,838,7,981
202302 ,서울,서초구,185,151,70,4,873,156,128,125,3,124,717,3,966,173,10,716,4,756,15,645
202302 ,서울,성동구,119,82,402,7,42,89,563,47,2,15,927,2,989,182,8,766,1,918,10,866
202302 ,서울,성북구,95,105,416,2,127,107,638,47,3,82,1,127,4,256,148,8,742,1,737,10
202302 ,서울,송파구,132,206,826,7,270,214,228,93,4,401,1,703,6,197,158,22,891,5,161,28
202302 ,서울,양천구,121,127,815,4,496,132,432,59,3,339,755,4,153,136,11,532,2,946,14,614
202302 ,서울,영등포구,136,117,819,3,98,121,53,57,4,12,162,4,231,169,13,778,4,375,18,322
202302 ,서울,용산구,238,65,483,1,321,67,42,124,1,978,69,2,171,143,5,265,775,6,183,11
202302 ,서울,은평구,93,112,607,4,72,116,772,43,3,375,745,4,163,135,10,167,1,949,12,251
202302 ,서울,종로구,1,722,39,111,741,41,574,1,678,1,557,255,3,490,345,3,697,1,592,5
202302 ,서울,중구,286,44,627,2,817,47,730,783,1,854,223,2,860,180,5,427,1,204,6,811
202302 ,서울,중랑구,80,91,64,5,975,97,119,34,3,418,542,3,994,118,11,865,2,795,14,778
202302 ,서울,계,4,705,2,635,938,124,98,2,764,741,3,852,76,373,15,185,95,410,3,897
202303 ,서울,강남구,155,209,267,19,559,228,981,54,4,84,566,4,704,177,13,709,2,371,16,257
202303 ,서울,강동구,109,128,708,5,113,133,930,42,3,523,822,4,387,154,12,309,2,473,14,936
202303 ,서울,강북구,102,60,992,2,64,63,158,66,2,364,716,3,146,130,7,207,1,276,8,613
202303 ,서울,강서구,130,166,914,10,894,177,938,45,4,605,1,359,6,9,164,17,96,4,237,21
202303 ,서울,관악구,91,99,914,3,165,103,170,46,3,288,342,3,676,147,9,430,2,115,11,692
202303 ,서울,광진구,89,80,447,3,372,83,908,43,2,339,357,2,739,170,9,22,1,715,10,907
202303 ,서울,구로구,101,115,314,10,707,126,122,63,4,443,567,5,73,129,14,179,2,749,17,57
202303 ,서울,금천구,53,71,586,3,550,75,189,29,2,934,465,3,428,75,10,949,2,301,13,325
202303 ,서울,노원구,84,129,504,5,538,135,126,52,3,646,836,4,534,176,10,173,2,136,12,485
202303 ,서울,도봉구,92,77,30,4,623,81,745,51,2,529,593,3,173,124,8,229,2,11,10,364
202303 ,서울,동대문구,101,81,859,2,434,84,394,56,2,830,160,3,46,139,9,930,2,158,12,227
202303 ,서울,동작구,106,93,889,1,172,95,167,50,2,454,135,2,639,128,6,681,1,183,7,992
202303 ,서울,마포구,92,101,858,4,465,106,415,54,2,706,670,3,430,166,9,531,2,200,11,897
202303 ,서울,서대문구,206,77,411,3,262,80,879,108,2,214,439,2,761,131,6,2,1,845,7,978
202303 ,서울,서초구,179,151,151,4,845,156,175,114,3,117,713,3,944,172,10,696,4,722,15,590
202303 ,서울,성동구,118,82,308,8,297,90,723,46,1,990,899,2,935,181,8,740,1,909,10,830
202303 ,서울,성북구,96,105,432,2,127,107,655,47,3,63,1,129,4,239,148,8,736,1,746,10
202303 ,서울,송파구,133,206,859,7,213,214,205,95,4,367,1,712,6,174,158,19,231,5,83,24
202303 ,서울,양천구,121,127,697,4,505,132,323,59,3,324,756,4,139,136,11,415,2,945,14,496
202303 ,서울,영등포구,124,117,820,3,75,121,19,56,3,981,163,4,200,168,13,813,4,383,18,364
202303 ,서울,용산구,236,65,412,1,305,66,953,123,1,962,68,2,153,142,5,258,773,6,173,11
202303 ,서울,은평구,94,112,555,4,61,116,710,43,3,337,746,4,126,135,10,181,1,949,12,265
202303 ,서울,종로구,1,770,39,117,729,41,616,1,660,1,553,257,3,470,343,3,701,1,596,5
202303 ,서울,중구,284,44,504,2,751,47,539,796,1,842,223,2,861,177,5,447,1,203,6,827
202303 ,서울,중랑구,80,91,210,5,984,97,274,34,3,371,536,3,941,118,11,874,2,787,14,779
202303 ,서울,계,4,746,2,638,758,124,810,2,768,314,3,832,75,866,15,229,94,927,3,888
202304 ,서울,강남구,152,210,122,19,345,229,619,54,4,67,566,4,687,178,13,689,2,362,16,229
202304 ,서울,강동구,110,128,775,5,92,133,977,42,3,519,806,4,367,154,12,289,2,486,14,929
202304 ,서울,강북구,102,61,21,2,70,63,193,66,2,348,717,3,131,129,7,187,1,282,8,598
202304 ,서울,강서구,131,167,15,10,782,177,928,44,4,589,1,359,5,992,164,17,24,4,247,21
202304 ,서울,관악구,91,99,899,3,93,103,83,46,3,285,342,3,673,146,9,443,2,130,11,719
202304 ,서울,광진구,89,80,492,3,329,83,910,43,2,325,355,2,723,176,9,13,1,721,10,910
202304 ,서울,구로구,102,115,538,10,280,125,920,62,4,403,559,5,24,130,14,145,2,736,17,11
202304 ,서울,금천구,53,71,663,3,541,75,257,29,2,913,464,3,406,75,10,962,2,312,13,349
202304 ,서울,노원구,84,129,535,5,522,135,141,52,3,604,835,4,491,175,10,155,2,143,12,473
202304 ,서울,도봉구,93,76,998,4,602,81,693,51,2,526,595,3,172,123,8,184,2,21,10,328
202304 ,서울,동대문구,101,82,8,2,450,84,559,56,2,808,155,3,19,138,9,939,2,174,12,251
202304 ,서울,동작구,107,94,169,1,176,95,452,50,2,438,135,2,623,128,6,658,1,184,7,970
202304 ,서울,마포구,93,101,904,4,441,106,438,54,2,687,670,3,411,166,9,580,2,198,11,944
202304 ,서울,서대문구,205,77,529,3,266,81,0,108,2,197,440,2,745,131,6,5,1,842,7,978
202304 ,서울,서초구,185,151,51,4,785,156,21,130,3,99,710,3,939,179,10,680,4,728,15,587
202304 ,서울,성동구,118,82,277,8,314,90,709,46,1,958,883,2,887,181,8,740,1,878,10,799
202304 ,서울,성북구,91,105,530,2,128,107,749,48,3,48,1,132,4,228,145,8,728,1,746,10
202304 ,서울,송파구,132,206,996,7,158,214,286,94,4,308,1,710,6,112,160,18,981,5,17,24
202304 ,서울,양천구,125,127,794,4,430,132,349,59,3,322,758,4,139,136,11,392,2,953,14,481
202304 ,서울,영등포구,125,117,759,3,48,120,932,56,3,976,170,4,202,168,13,777,4,383,18,328
202304 ,서울,용산구,237,65,421,1,305,66,963,123,1,962,68,2,153,143,5,259,778,6,180,11
202304 ,서울,은평구,93,112,577,4,58,116,728,43,3,320,744,4,107,136,10,141,1,968,12,245
202304 ,서울,종로구,1,753,39,131,714,41,598,1,572,1,545,257,3,374,341,3,688,1,591,5
202304 ,서울,중구,288,44,453,2,686,47,427,817,1,848,224,2,889,180,5,464,1,176,6,820
202304 ,서울,중랑구,80,91,294,6,4,97,378,33,3,354,539,3,926,118,11,850,2,808,14,776
202304 ,서울,계,4,740,2,640,951,123,619,2,769,310,3,778,75,449,15,193,94,420,3,900
202305 ,서울,강남구,152,210,387,19,155,229,694,54,4,65,566,4,685,178,13,678,2,375,16,231
202305 ,서울,강동구,110,128,840,5,138,134,88,42,3,498,808,4,348,154,12,284,2,487,14,925
202305 ,서울,강북구,102,61,14,2,97,63,213,67,2,329,718,3,114,131,7,180,1,287,8,598
202305 ,서울,강서구,134,166,934,10,666,177,734,43,4,536,1,355,5,934,166,16,908,4,240,21
202305 ,서울,관악구,91,99,907,3,100,103,98,46,3,278,342,3,666,146,9,403,2,147,11,696
202305 ,서울,광진구,90,80,536,3,282,83,908,44,2,315,354,2,713,181,9,13,1,716,10,910
202305 ,서울,구로구,102,115,573,10,198,125,873,62,4,397,553,5,12,131,14,154,2,738,17,23
202305 ,서울,금천구,55,71,702,3,520,75,277,29,2,898,464,3,391,75,10,976,2,319,13,370
202305 ,서울,노원구,83,129,516,5,507,135,106,52,3,584,832,4,468,174,10,137,2,131,12,442
202305 ,서울,도봉구,94,76,994,4,665,81,753,51,2,508,601,3,160,124,8,169,2,25,10,318
202305 ,서울,동대문구,101,82,115,2,436,84,652,57,2,778,155,2,990,138,9,936,2,169,12,243
202305 ,서울,동작구,105,94,394,1,172,95,671,49,2,429,136,2,614,127,6,628,1,182,7,937
202305 ,서울,마포구,92,102,5,4,413,106,510,54,2,676,679,3,409,166,9,557,2,199,11,922
202305 ,서울,서대문구,185,77,580,3,210,80,975,103,2,180,430,2,713,131,6,2,1,834,7,967
202305 ,서울,서초구,185,151,360,4,750,156,295,131,3,78,691,3,900,179,10,715,4,738,15,632
202305 ,서울,성동구,120,82,181,8,277,90,578,47,1,935,894,2,876,181,8,715,1,880,10,776
202305 ,서울,성북구,97,105,533,2,128,107,758,49,3,40,1,131,4,220,145,8,693,1,740,10
202305 ,서울,송파구,130,206,913,7,172,214,215,97,4,286,1,705,6,88,166,18,673,5,30,23
202305 ,서울,양천구,126,127,797,4,427,132,350,61,3,281,757,4,99,138,11,370,2,940,14,448
202305 ,서울,영등포구,126,117,895,3,29,121,50,58,3,946,170,4,174,174,13,743,4,403,18,320
202305 ,서울,용산구,245,65,393,1,307,66,945,123,1,950,68,2,141,145,5,257,779,6,181,11
202305 ,서울,은평구,94,112,473,4,121,116,688,43,3,293,738,4,74,138,10,124,1,974,12,236
202305 ,서울,종로구,1,803,39,114,703,41,620,1,571,1,535,258,3,364,341,3,672,1,573,5
202305 ,서울,중구,287,44,273,1,992,46,552,862,1,846,218,2,926,182,5,445,1,181,6,808
202305 ,서울,중랑구,80,91,367,5,990,97,437,33,3,328,539,3,900,118,11,878,2,813,14,809
202305 ,서울,계,4,789,2,641,796,122,455,2,769,40,3,828,74,989,15,162,93,979,3,929
202306 ,서울,강남구,159,210,777,19,328,230,264,56,4,64,565,4,685,178,13,697,2,587,16,462
202306 ,서울,강동구,115,128,951,5,140,134,206,42,3,493,809,4,344,155,12,246,2,498,14,899
202306 ,서울,강북구,106,60,933,2,97,63,136,68,2,322,717,3,107,131,7,181,1,290,8,602
202306 ,서울,강서구,133,167,621,10,525,178,279,43,4,501,1,354,5,898,163,16,827,4,248,21
202306 ,서울,관악구,93,99,946,3,80,103,119,46,3,249,342,3,637,146,9,424,2,160,11,730
202306 ,서울,광진구,92,80,537,3,290,83,919,44,2,295,354,2,693,180,9,1,1,684,10,865
202306 ,서울,구로구,106,115,830,10,223,126,159,62,4,390,549,5,1,131,14,152,2,732,17,15
202306 ,서울,금천구,56,71,777,3,500,75,333,29,2,896,465,3,390,75,10,986,2,326,13,387
202306 ,서울,노원구,83,129,347,5,512,134,942,52,3,578,826,4,456,173,10,127,2,134,12,434
202306 ,서울,도봉구,94,76,956,4,670,81,720,51,2,484,601,3,136,125,8,120,2,33,10,278
202306 ,서울,동대문구,103,82,447,2,564,85,114,57,2,770,157,2,984,138,9,918,2,190,12,246
202306 ,서울,동작구,109,94,521,1,165,95,795,49,2,408,134,2,591,126,6,609,1,183,7,918
202306 ,서울,마포구,92,102,92,4,441,106,625,56,2,670,686,3,412,166,9,567,2,181,11,914
202306 ,서울,서대문구,203,77,624,3,206,81,33,101,2,167,429,2,697,131,5,994,1,840,7,965
202306 ,서울,서초구,199,151,818,4,727,156,744,132,3,69,690,3,891,180,10,684,4,737,15,601
202306 ,서울,성동구,120,82,241,8,155,90,516,47,1,916,894,2,857,180,8,674,1,881,10,735
202306 ,서울,성북구,96,105,597,2,129,107,822,49,3,29,1,130,4,208,145,8,688,1,742,10
202306 ,서울,송파구,131,207,312,7,188,214,631,97,4,276,1,712,6,85,166,18,511,4,989,23
202306 ,서울,양천구,127,127,768,4,393,132,288,61,3,284,757,4,102,140,11,384,2,942,14,466
202306 ,서울,영등포구,130,118,40,3,34,121,204,58,3,924,170,4,152,170,13,761,4,398,18,329
202306 ,서울,용산구,247,65,446,1,320,67,13,123,1,936,67,2,126,149,5,243,781,6,173,12
202306 ,서울,은평구,95,112,519,4,103,116,717,44,3,268,738,4,50,138,10,116,1,984,12,238
202306 ,서울,종로구,1,656,39,155,649,41,460,1,549,1,534,259,3,342,341,3,659,1,591,5
202306 ,서울,중구,287,44,38,1,908,46,233,862,1,853,218,2,933,183,5,437,1,178,6,798
202306 ,서울,중랑구,80,91,374,5,939,97,393,33,3,305,533,3,871,123,11,837,2,818,14,778
202306 ,서울,계,4,712,2,644,667,122,286,2,771,665,3,811,74,681,15,156,93,648,3,933
202307 ,서울,강남구,162,211,275,19,167,230,604,56,4,42,561,4,659,179,13,623,2,581,16,383
202307 ,서울,강동구,110,128,920,5,115,134,145,42,3,469,806,4,317,155,12,225,2,493,14,873
202307 ,서울,강북구,105,60,976,2,101,63,182,68,2,308,717,3,93,132,7,163,1,289,8,584
202307 ,서울,강서구,135,167,528,10,572,178,235,43,4,503,1,354,5,900,163,16,716,4,246,21
202307 ,서울,관악구,94,100,42,3,82,103,218,46,3,243,342,3,631,146,9,414,2,194,11,754
202307 ,서울,광진구,92,80,669,3,206,83,967,44,2,283,354,2,681,183,9,6,1,692,10,881
202307 ,서울,구로구,108,115,887,10,188,126,183,62,4,385,550,4,997,132,14,164,2,716,17,12
202307 ,서울,금천구,57,71,824,3,538,75,419,29,2,885,465,3,379,76,10,976,2,293,13,345
202307 ,서울,노원구,83,129,528,5,502,135,113,52,3,543,827,4,422,173,10,110,2,144,12,427
202307 ,서울,도봉구,95,76,894,4,683,81,672,50,2,485,604,3,139,125,8,107,2,43,10,275
202307 ,서울,동대문구,104,82,788,2,683,85,575,56,2,762,158,2,976,138,9,897,2,182,12,217
202307 ,서울,동작구,114,94,659,1,161,95,934,45,2,382,134,2,561,123,6,605,1,183,7,911
