년월,시도명,시군구,승용관용,승용자가용,승용영업용,승용계,승합관용,승합자가용,승합영업용,승합계,화물관용,화물자가용,화물영업용,화물계,특수관용,특수자가용,특수영업용,특수계,관용,자가용,영업용,계
202504 ,서울,서초구,204,153,481,3,371,157,56,130,2,854,649,3,633,181,10,414,4,636,15,231
202504 ,서울,성동구,134,81,955,8,683,90,772,48,1,685,934,2,667,180,7,961,1,918,10,59
202504 ,서울,성북구,92,105,212,2,0,107,304,45,2,591,1,95,3,731,141,8,262,1,676,10
202504 ,서울,송파구,128,206,148,7,477,213,753,105,3,807,1,588,5,500,162,17,27,4,749,21
202504 ,서울,양천구,129,126,828,4,807,131,764,64,2,901,735,3,700,147,10,753,2,922,13,822
202504 ,서울,영등포구,130,118,244,2,853,121,227,63,3,424,185,3,672,175,12,713,4,423,17,311
202504 ,서울,용산구,262,63,412,1,131,64,805,125,1,689,77,1,891,150,4,867,1,38,6,55
202504 ,서울,은평구,100,113,841,4,110,118,51,46,2,775,749,3,570,138,9,636,2,26,11,800
202504 ,서울,종로구,1,693,39,228,239,41,160,1,480,1,349,254,3,83,334,3,568,1,591,5
202504 ,서울,중구,288,40,22,1,607,41,917,811,1,698,250,2,759,175,4,555,1,164,5,894
202504 ,서울,중랑구,80,91,352,6,53,97,485,32,2,819,580,3,431,123,11,311,2,780,14,214
202504 ,서울,계,4,804,2,657,685,111,679,2,774,168,3,701,65,451,14,562,83,714,3,914
202505 ,서울,강남구,160,218,276,14,225,232,661,60,3,818,540,4,418,187,13,521,2,195,15,903
202505 ,서울,강동구,110,144,212,5,56,149,378,41,3,196,615,3,852,148,11,917,2,617,14,682
202505 ,서울,강북구,117,59,876,2,103,62,96,67,1,986,716,2,769,129,6,608,1,263,8,0
202505 ,서울,강서구,136,167,35,8,644,175,815,45,3,930,1,317,5,292,160,15,759,4,289,20
202505 ,서울,관악구,89,98,656,3,33,101,778,44,2,793,348,3,185,146,8,788,2,218,11,152
202505 ,서울,광진구,87,80,285,2,954,83,326,45,1,951,332,2,328,164,8,690,1,524,10,378
202505 ,서울,구로구,111,114,677,9,54,123,842,59,3,644,565,4,268,126,13,507,2,573,16,206
202505 ,서울,금천구,58,71,549,2,712,74,319,33,2,402,434,2,869,78,10,478,2,286,12,842
202505 ,서울,노원구,80,128,613,5,560,134,253,51,3,47,752,3,850,171,9,545,2,128,11,844
202505 ,서울,도봉구,93,76,17,4,536,80,646,49,2,108,563,2,720,123,7,807,2,36,9,966
202505 ,서울,동대문구,108,85,880,2,773,88,761,60,2,401,129,2,590,134,9,537,2,242,11,913
202505 ,서울,동작구,117,94,389,1,234,95,740,43,2,45,128,2,216,136,6,292,1,143,7,571
202505 ,서울,마포구,97,101,450,4,211,105,758,55,2,363,674,3,92,171,9,117,2,636,11,924
202505 ,서울,서대문구,208,77,94,3,410,80,712,100,1,902,399,2,401,136,5,677,1,758,7,571
202505 ,서울,서초구,175,153,429,3,345,156,949,130,2,817,647,3,594,181,10,431,4,129,14,741
202505 ,서울,성동구,134,82,112,7,925,90,171,49,1,688,904,2,641,180,7,992,1,915,10,87
202505 ,서울,성북구,92,105,816,2,15,107,923,45,2,590,1,98,3,733,143,8,298,1,667,10
202505 ,서울,송파구,129,206,8,7,490,213,627,106,3,805,1,577,5,488,161,16,980,4,745,21
202505 ,서울,양천구,131,126,748,4,808,131,687,63,2,870,733,3,666,145,10,702,2,931,13,778
202505 ,서울,영등포구,131,118,172,2,743,121,46,61,3,414,190,3,665,174,12,648,4,406,17,228
202505 ,서울,용산구,262,63,457,1,120,64,839,125,1,696,77,1,898,150,4,881,1,53,6,84
202505 ,서울,은평구,100,113,746,4,139,117,985,46,2,753,755,3,554,143,9,643,2,24,11,810
202505 ,서울,종로구,1,724,39,176,243,41,143,1,480,1,328,252,3,60,334,3,580,1,577,5
202505 ,서울,중구,289,39,788,1,545,41,622,810,1,696,241,2,747,177,4,538,1,161,5,876
202505 ,서울,중랑구,80,91,225,5,929,97,234,32,2,803,585,3,420,123,11,274,2,768,14,165
202505 ,서울,계,4,818,2,657,686,110,807,2,773,311,3,699,65,46,14,571,83,316,3,920
202506 ,서울,강남구,159,218,784,13,915,232,858,60,3,768,531,4,359,187,13,462,2,204,15,853
202506 ,서울,강동구,112,144,566,5,33,149,711,41,3,179,617,3,837,154,11,905,2,615,14,674
202506 ,서울,강북구,118,59,869,2,108,62,95,67,1,972,716,2,755,130,6,604,1,265,7,999
202506 ,서울,강서구,138,166,951,8,598,175,687,45,3,890,1,316,5,251,159,15,691,4,282,20
202506 ,서울,관악구,89,98,725,3,25,101,839,44,2,766,350,3,160,146,8,763,2,221,11,130
202506 ,서울,광진구,87,80,395,2,957,83,439,45,1,940,333,2,318,164,8,723,1,527,10,414
202506 ,서울,구로구,111,114,680,8,974,123,765,59,3,607,560,4,226,125,13,496,2,564,16,185
202506 ,서울,금천구,58,71,470,2,689,74,217,34,2,384,433,2,851,78,10,418,2,269,12,765
202506 ,서울,노원구,80,128,457,5,560,134,97,51,3,23,751,3,825,170,9,529,2,118,11,817
202506 ,서울,도봉구,92,75,990,4,527,80,609,49,2,97,563,2,709,123,7,812,2,38,9,973
202506 ,서울,동대문구,108,86,6,2,785,88,899,60,2,382,129,2,571,136,9,542,2,236,11,914
202506 ,서울,동작구,117,94,520,1,233,95,870,44,2,38,128,2,210,136,6,282,1,144,7,562
202506 ,서울,마포구,98,101,503,4,183,105,784,55,2,347,675,3,77,171,9,57,2,639,11,867
202506 ,서울,서대문구,213,77,90,3,413,80,716,100,1,895,400,2,395,135,5,672,1,756,7,563
202506 ,서울,서초구,174,153,368,3,236,156,778,132,2,795,654,3,581,182,10,389,4,143,14,714
202506 ,서울,성동구,135,82,117,8,699,90,951,49,1,675,940,2,664,180,7,991,1,910,10,81
202506 ,서울,성북구,93,106,227,2,4,108,324,45,2,585,1,96,3,726,146,8,268,1,669,10
202506 ,서울,송파구,129,205,979,7,597,213,705,106,3,781,1,568,5,455,160,16,961,4,759,21
202506 ,서울,양천구,130,126,770,4,803,131,703,63,2,851,734,3,648,144,10,659,2,933,13,736
202506 ,서울,영등포구,130,118,63,2,761,120,954,60,3,383,198,3,641,174,12,610,4,384,17,168
202506 ,서울,용산구,262,63,507,1,119,64,888,125,1,688,75,1,888,150,4,907,1,51,6,108
202506 ,서울,은평구,100,113,724,4,147,117,971,45,2,739,755,3,539,141,9,632,2,27,11,800
202506 ,서울,종로구,1,753,39,96,242,41,91,1,481,1,320,252,3,53,334,3,554,1,601,5
202506 ,서울,중구,288,39,646,1,488,41,422,809,1,685,243,2,737,177,4,533,1,159,5,869
202506 ,서울,중랑구,80,91,269,5,905,97,254,32,2,771,586,3,389,123,11,234,2,766,14,123
202506 ,서울,계,4,854,2,658,772,111,1,2,774,627,3,701,64,561,14,603,82,865,3,925
202507 ,서울,강남구,159,218,484,13,640,232,283,62,3,773,538,4,373,194,13,425,2,203,15,822
202507 ,서울,강동구,111,144,894,5,22,150,27,42,3,159,617,3,818,153,11,905,2,609,14,667
202507 ,서울,강북구,118,59,783,2,108,62,9,67,1,963,716,2,746,129,6,586,1,260,7,975
202507 ,서울,강서구,138,166,600,8,576,175,314,45,3,920,1,373,5,338,159,15,694,4,322,20
202507 ,서울,관악구,89,98,715,3,39,101,843,45,2,742,354,3,141,145,8,740,2,214,11,99
202507 ,서울,광진구,87,80,391,2,978,83,456,44,1,926,332,2,302,165,8,691,1,514,10,370
202507 ,서울,구로구,112,114,529,8,807,123,448,60,3,589,562,4,211,126,13,472,2,576,16,174
202507 ,서울,금천구,58,71,433,2,685,74,176,34,2,367,435,2,836,78,10,383,2,200,12,661
202507 ,서울,노원구,81,128,376,5,567,134,24,51,3,1,749,3,801,170,9,487,2,124,11,781
202507 ,서울,도봉구,92,75,996,4,520,80,608,50,2,86,563,2,699,123,7,803,2,41,9,967
202507 ,서울,동대문구,107,86,561,2,743,89,411,59,2,371,128,2,558,136,9,583,2,245,11,964
202507 ,서울,동작구,117,94,303,1,255,95,675,44,2,12,127,2,183,141,6,256,1,138,7,535
202507 ,서울,마포구,99,101,265,4,217,105,581,55,2,336,622,3,13,173,9,63,2,627,11,863
202507 ,서울,서대문구,212,77,197,3,413,80,822,99,1,874,400,2,373,136,5,642,1,743,7,521
202507 ,서울,서초구,224,153,911,3,87,157,222,129,2,775,644,3,548,182,10,352,4,124,14,658
202507 ,서울,성동구,135,82,147,8,586,90,868,50,1,668,931,2,649,180,8,51,1,906,10,137
202507 ,서울,성북구,93,106,307,2,6,108,406,45,2,566,1,95,3,706,146,8,237,1,679,10
202507 ,서울,송파구,129,205,771,7,634,213,534,105,3,760,1,568,5,433,160,16,886,4,736,21
202507 ,서울,양천구,130,126,512,4,830,131,472,63,2,837,737,3,637,145,10,637,2,936,13,718
202507 ,서울,영등포구,126,118,49,2,745,120,920,61,3,361,196,3,618,170,12,580,4,393,17,143
202507 ,서울,용산구,261,63,38,1,121,64,420,122,1,652,75,1,849,150,4,869,1,56,6,75
202507 ,서울,은평구,100,113,803,4,158,118,61,45,2,733,752,3,530,136,9,600,2,24,11,760
202507 ,서울,종로구,1,709,39,67,244,41,20,1,480,1,308,251,3,39,333,3,538,1,590,5
202507 ,서울,중구,288,39,377,1,424,41,89,811,1,681,264,2,756,178,4,535,1,279,5,992
202507 ,서울,중랑구,80,91,320,5,935,97,335,32,2,748,588,3,368,123,11,209,2,763,14,95
202507 ,서울,계,4,855,2,657,829,110,340,2,773,24,3,700,64,208,14,617,82,525,3,931
202508 ,서울,강남구,157,218,389,13,419,231,965,62,3,767,536,4,365,194,13,499,2,206,15,899
202508 ,서울,강동구,111,145,83,5,3,150,197,42,3,152,621,3,815,153,11,926,2,619,14,698
202508 ,서울,강북구,117,59,580,2,115,61,812,67,1,956,715,2,738,128,6,577,1,265,7,970
202508 ,서울,강서구,138,166,178,8,585,174,901,45,3,921,1,374,5,340,159,15,688,4,320,20
202508 ,서울,관악구,89,98,670,3,39,101,798,46,2,735,354,3,135,145,8,651,2,208,11,4
202508 ,서울,광진구,87,80,243,2,977,83,307,44,1,916,331,2,291,166,8,708,1,512,10,386
202508 ,서울,구로구,112,114,450,8,526,123,88,58,3,573,560,4,191,127,13,450,2,598,16,175
202508 ,서울,금천구,58,71,381,2,709,74,148,34,2,349,435,2,818,78,10,388,2,193,12,659
202508 ,서울,노원구,81,128,228,5,586,133,895,51,2,982,750,3,783,171,9,491,2,114,11,776
202508 ,서울,도봉구,93,76,17,4,514,80,624,50,2,75,565,2,690,124,7,802,2,45,9,971
202508 ,서울,동대문구,108,86,869,2,740,89,717,59,2,355,129,2,543,136,9,542,2,246,11,924
202508 ,서울,동작구,118,94,216,1,256,95,590,44,2,4,127,2,175,142,6,251,1,136,7,529
202508 ,서울,마포구,104,101,204,4,178,105,486,54,2,320,618,2,992,173,9,31,2,656,11,860
202508 ,서울,서대문구,212,77,292,3,405,80,909,99,1,869,400,2,368,135,5,647,1,746,7,528
202508 ,서울,서초구,201,154,761,3,79,158,41,132,2,775,642,3,549,182,10,404,4,104,14,690
202508 ,서울,성동구,134,82,412,8,634,91,180,50,1,641,930,2,621,179,8,32,1,900,10,111
202508 ,서울,성북구,93,106,364,2,21,108,478,45,2,553,1,94,3,692,147,8,242,1,671,10
202508 ,서울,송파구,129,205,708,7,652,213,489,105,3,743,1,573,5,421,160,16,779,4,721,21
202508 ,서울,양천구,130,126,359,4,851,131,340,63,2,828,737,3,628,145,10,615,2,919,13,679
202508 ,서울,영등포구,126,117,750,2,746,120,622,61,3,343,198,3,602,170,12,566,4,379,17,115
202508 ,서울,용산구,261,62,997,1,111,64,369,120,1,646,74,1,840,150,4,817,1,54,6,21
202508 ,서울,은평구,100,113,762,4,179,118,41,48,2,717,748,3,513,136,9,598,2,20,11,754
202508 ,서울,종로구,1,716,38,978,241,40,935,1,478,1,308,251,3,37,334,3,533,1,592,5
202508 ,서울,중구,287,39,199,1,396,40,882,811,1,681,262,2,754,179,4,496,1,285,5,960
202508 ,서울,중랑구,80,91,317,5,922,97,319,32,2,734,589,3,355,123,11,183,2,773,14,79
202508 ,서울,계,4,842,2,657,407,109,884,2,772,133,3,700,63,943,14,613,82,256,3,936
202509 ,서울,강남구,157,217,945,13,198,231,300,59,3,776,537,4,372,193,13,473,2,225,15,891
202509 ,서울,강동구,109,145,166,4,971,150,246,42,3,123,620,3,785,151,11,857,2,591,14,599
202509 ,서울,강북구,116,59,460,2,119,61,695,67,1,941,716,2,724,128,6,547,1,263,7,938
202509 ,서울,강서구,138,165,541,8,580,174,259,45,3,901,1,366,5,312,160,15,665,4,342,20
202509 ,서울,관악구,88,98,631,3,44,101,763,44,2,696,353,3,93,144,8,633,2,208,10,985
202509 ,서울,광진구,90,80,183,3,8,83,281,43,1,898,327,2,268,164,8,710,1,526,10,400
202509 ,서울,구로구,112,114,418,8,357,122,887,58,3,523,559,4,140,127,13,399,2,604,16,130
202509 ,서울,금천구,58,71,474,2,755,74,287,33,2,321,435,2,789,78,10,340,2,183,12,601
202509 ,서울,노원구,81,128,177,5,587,133,845,51,2,950,716,3,717,170,9,413,2,118,11,701
202509 ,서울,도봉구,93,76,50,4,505,80,648,50,2,59,562,2,671,123,7,803,2,52,9,978
202509 ,서울,동대문구,107,86,937,2,736,89,780,59,2,334,129,2,522,136,9,521,2,255,11,912
202509 ,서울,동작구,117,94,54,1,249,95,420,44,1,993,128,2,165,142,6,209,1,140,7,491
202509 ,서울,마포구,103,101,282,4,165,105,550,54,2,301,617,2,972,175,9,20,2,647,11,842
202509 ,서울,서대문구,213,77,344,3,406,80,963,99,1,857,403,2,359,135,5,603,1,748,7,486
202509 ,서울,서초구,185,155,300,3,64,158,549,130,2,751,638,3,519,183,10,376,4,51,14,610
202509 ,서울,성동구,134,82,548,8,900,91,582,50,1,626,929,2,605,179,8,40,1,909,10,128
202509 ,서울,성북구,93,106,450,2,14,108,557,45,2,538,1,93,3,676,144,8,203,1,672,10
202509 ,서울,송파구,131,205,746,7,619,213,496,105,3,694,1,572,5,371,161,16,718,4,743,21
202509 ,서울,양천구,129,126,203,4,866,131,198,64,2,800,736,3,600,144,10,567,2,879,13,590
202509 ,서울,영등포구,126,117,815,2,737,120,678,60,3,314,202,3,576,171,12,518,4,389,17,78
202509 ,서울,용산구,262,63,21,1,111,64,394,119,1,635,73,1,827,150,4,813,1,57,6,20
202509 ,서울,은평구,100,113,578,4,180,117,858,49,2,694,751,3,494,137,9,590,2,19,11,746
202509 ,서울,종로구,1,693,39,7,242,40,942,1,433,1,299,251,2,983,335,3,522,1,759,5
202509 ,서울,중구,285,39,429,1,305,41,19,811,1,674,298,2,783,180,4,490,1,145,5,815
202509 ,서울,중랑구,79,91,343,5,958,97,380,32,2,711,586,3,329,122,11,140,2,760,14,22
202509 ,서울,계,4,799,2,657,102,109,676,2,771,577,3,646,63,409,14,597,81,652,3,932
202510 ,서울,강남구,157,217,913,12,898,230,968,59,3,784,534,4,377,193,13,444,2,229,15,866
202510 ,서울,강동구,108,145,169,4,946,150,223,42,3,97,619,3,758,150,11,810,2,593,14,553
202510 ,서울,강북구,114,59,415,2,124,61,653,69,1,924,716,2,709,128,6,511,1,269,7,908
202510 ,서울,강서구,136,164,985,8,538,173,659,44,3,859,1,366,5,269,161,15,606,4,355,20
202510 ,서울,관악구,88,98,611,3,36,101,735,44,2,675,355,3,74,144,8,613,2,214,10,971
202510 ,서울,광진구,89,80,112,3,4,83,205,43,1,884,328,2,255,164,8,608,1,522,10,294
202510 ,서울,구로구,111,114,309,8,536,122,956,58,3,500,567,4,125,126,13,348,2,591,16,65
202510 ,서울,금천구,59,71,505,2,751,74,315,33,2,306,434,2,773,78,10,316,2,183,12,577
202510 ,서울,노원구,81,128,166,5,566,133,813,51,2,920,715,3,686,171,9,396,2,115,11,682
202510 ,서울,도봉구,93,75,980,4,500,80,573,49,2,52,561,2,662,124,7,788,2,59,9,971
202510 ,서울,동대문구,107,86,924,2,749,89,780,59,2,306,128,2,493,136,9,486,2,242,11,864
202510 ,서울,동작구,117,94,31,1,241,95,389,45,1,968,127,2,140,142,6,210,1,138,7,490
202510 ,서울,마포구,103,101,236,4,135,105,474,54,2,279,615,2,948,177,9,2,2,640,11,819
202510 ,서울,서대문구,215,77,372,3,423,81,10,99,1,839,405,2,343,135,5,593,1,745,7,473
202510 ,서울,서초구,181,155,573,3,83,158,837,129,2,739,636,3,504,183,10,318,4,41,14,542
202510 ,서울,성동구,134,82,602,8,660,91,396,49,1,619,928,2,596,179,8,15,1,908,10,102
202510 ,서울,성북구,93,106,361,2,12,108,466,46,2,517,1,88,3,651,144,8,192,1,668,10
202510 ,서울,송파구,131,205,535,7,635,213,301,105,3,677,1,568,5,350,159,16,688,4,753,21
202510 ,서울,양천구,129,126,213,4,879,131,221,64,2,777,742,3,583,145,10,533,2,872,13,550
202510 ,서울,영등포구,126,117,588,2,726,120,440,60,3,298,200,3,558,170,12,550,4,378,17,98
202510 ,서울,용산구,266,62,997,1,120,64,383,119,1,621,73,1,813,150,4,808,1,61,6,19
202510 ,서울,은평구,100,113,410,4,173,117,683,49,2,678,750,3,477,138,9,533,2,23,11,694
202510 ,서울,종로구,1,689,39,11,243,40,943,1,443,1,292,251,2,986,335,3,502,1,759,5
202510 ,서울,중구,287,39,256,1,266,40,809,843,1,662,299,2,804,179,4,487,1,146,5,812
202510 ,서울,중랑구,79,91,332,5,950,97,361,32,2,689,584,3,305,123,11,148,2,761,14,32
202510 ,서울,계,4,793,2,655,606,109,194,2,769,593,3,688,62,962,14,589,81,239,3,934
202511 ,서울,강남구,157,218,764,12,526,231,447,60,3,755,531,4,346,193,13,441,2,16,15,650
202511 ,서울,강동구,109,145,267,5,1,150,377,42,3,78,617,3,737,151,11,834,2,594,14,579
202511 ,서울,강북구,114,59,388,2,126,61,628,70,1,906,716,2,692,127,6,509,1,275,7,911
202511 ,서울,강서구,136,165,284,8,467,173,887,44,3,853,1,358,5,255,158,15,584,4,359,20
202511 ,서울,관악구,88,98,593,3,34,101,715,44,2,651,356,3,51,144,8,546,2,216,10,906
202511 ,서울,광진구,86,80,83,2,994,83,163,43,1,869,325,2,237,165,8,577,1,540,10,282
202511 ,서울,구로구,111,114,160,8,544,122,815,58,3,466,573,4,97,126,13,316,2,585,16,27
202511 ,서울,금천구,59,71,493,2,809,74,361,33,2,281,434,2,748,78,10,301,2,186,12,565
202511 ,서울,노원구,81,128,187,5,607,133,875,51,2,915,713,3,679,171,9,361,2,105,11,637
202511 ,서울,도봉구,92,75,974,4,506,80,572,49,2,38,559,2,646,124,7,778,2,55,9,957
202511 ,서울,동대문구,110,86,909,2,740,89,759,60,2,289,127,2,476,135,9,466,2,246,11,847
202511 ,서울,동작구,118,93,923,1,246,95,287,45,1,972,127,2,144,144,6,175,1,127,7,446
202511 ,서울,마포구,98,101,304,4,83,105,485,56,2,269,612,2,937,179,8,975,2,636,11,790
202511 ,서울,서대문구,215,77,418,3,425,81,58,99,1,826,405,2,330,135,5,578,1,739,7,452
202511 ,서울,서초구,174,155,650,3,127,158,951,129,2,733,633,3,495,185,10,305,4,63,14,553
202511 ,서울,성동구,134,82,748,8,217,91,99,50,1,629,925,2,604,178,8,5,1,905,10,88
202511 ,서울,성북구,93,106,425,2,22,108,540,49,2,503,1,86,3,638,142,8,183,1,663,9
202511 ,서울,송파구,132,205,367,7,630,213,129,105,3,644,1,572,5,321,159,16,585,4,962,21
202511 ,서울,양천구,129,126,271,4,893,131,293,66,2,761,741,3,568,146,10,494,2,873,13,513
202511 ,서울,영등포구,127,117,654,2,761,120,542,60,3,264,199,3,523,170,12,516,4,392,17,78
202511 ,서울,용산구,267,62,928,1,116,64,311,118,1,619,73,1,810,150,4,780,1,58,5,988
202511 ,서울,은평구,101,113,294,4,184,117,579,46,2,650,750,3,446,138,9,483,2,29,11,650
202511 ,서울,종로구,1,673,39,24,244,40,941,1,442,1,285,251,2,978,334,3,496,1,760,5
202511 ,서울,중구,286,39,183,1,241,40,710,841,1,655,297,2,793,176,4,497,1,145,5,818
202511 ,서울,중랑구,79,91,403,5,934,97,416,32,2,679,582,3,293,123,11,146,2,734,14,3
202511 ,서울,계,4,769,2,656,694,108,477,2,769,940,3,692,62,590,14,562,80,844,3,931
